,uid,PERSON,NORP,FAC,ORG,GPE,LOC,PRODUCT,EVENT,WORK_OF_ART,LAW,LANGUAGE,DATE,TIME,PERCENT,MONEY,QUANTITY,ORGINAL,CARDINAL,label
14885,11efc3ae-efcc-5c77-a2cf-450417c4aa34,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5426,88bd1609-36d6-5373-b5b5-f04693a4343b,10,2,1,4,9,1,0,0,0,0,0,12,5,2,1,0,0,16,1
16128,8cf378d6-09b0-5f51-b6c2-3176899b4c23,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0
11476,78a809a3-3abe-5d79-b8ad-4eb0b049df43,9,1,0,7,1,0,0,0,0,0,0,8,0,0,0,0,0,2,0
13709,dbeafa0b-b62c-58f7-80a6-38ee1422e024,9,2,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0
12146,9c71a177-6254-5c30-9cd0-e7ab2b19ebe1,20,2,0,9,16,0,0,3,0,0,0,20,9,1,0,0,0,18,0
4047,9bc53954-aa4b-5356-816f-5afefcb071e9,10,0,1,5,5,2,0,0,0,0,0,3,0,0,1,0,0,7,1
344,a6d63610-94c3-5055-88d2-a2bc527ae4c3,0,3,0,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1
15991,0008cd6c-80cb-53dd-a0aa-97b3e28dfaba,14,2,0,11,5,1,0,0,0,1,1,8,2,0,3,0,0,12,0
1233,4acded61-f660-5c8d-8c99-e4a92b6c29d3,2,4,1,3,2,1,2,1,0,0,0,6,0,0,0,1,0,3,1
17488,99a3c069-5f90-5b9e-9ec4-2f1fee80aaec,4,0,0,11,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
7173,882af85f-f67a-511b-89aa-0437e9231ef0,0,0,0,6,6,0,0,0,0,0,0,4,0,0,0,1,0,5,1
612,4549a446-068e-547f-b04e-47ca46012968,25,1,0,6,3,0,1,0,0,0,0,8,0,0,0,0,0,4,1
11121,e9124f5e-77a2-5d2b-9ff2-d09b76f43d85,4,0,0,3,4,0,0,0,0,1,0,2,1,0,0,0,0,6,0
770,f40b7472-795b-5ccf-9720-63358a49e22b,3,0,5,5,5,0,0,0,0,0,0,4,0,0,0,0,0,5,1
6224,a4587b45-845b-5c51-91e6-bdf552dabb14,4,1,0,3,1,0,0,0,0,0,0,4,1,0,0,0,0,3,1
15395,92296db1-5ac8-5212-9dcc-3dc0b222d2cf,8,0,0,19,1,1,0,0,0,0,0,12,2,0,0,0,0,3,0
8920,298f8bf8-f0e2-53a6-8d68-c0b762c6b6cd,15,1,0,11,3,0,0,0,0,0,0,15,6,0,0,0,0,7,1
1978,7d925120-7939-550b-a92c-18fb35481b53,4,0,0,4,5,3,0,1,0,0,0,5,0,0,0,0,0,6,1
6543,368a7122-6181-5286-9c51-147478158fe7,2,1,0,4,0,1,1,0,0,0,0,3,0,0,0,0,0,0,1
18683,41c25812-a84b-5c62-a31f-79a8f330c3f7,16,2,1,11,7,2,1,0,0,0,0,8,0,0,0,3,0,3,0
11981,5c3744aa-2816-527c-9968-4afe046f46c2,12,0,1,13,3,0,0,0,0,0,0,4,0,0,0,0,0,7,0
312,12127ef9-b1d2-5de4-b4ca-fffa665f8804,3,2,0,3,2,0,1,0,0,0,0,3,0,0,1,0,0,3,1
10250,422ce085-750a-5318-9533-64e959c03e26,5,1,0,8,10,0,0,0,0,0,0,22,1,0,0,0,0,12,0
19367,672a5bf5-8ea5-522a-9243-74f111b17f8a,3,1,0,3,3,4,0,0,0,0,0,1,0,0,0,0,0,2,0
3190,8c71033d-0f46-5e6d-a341-99fe5d657deb,3,2,0,7,0,0,0,0,0,0,0,5,1,0,0,0,0,5,1
11800,9390620e-83dd-58ac-886c-21bc4c4e2e94,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
19615,83621535-ddbd-5523-921e-be66638ea50a,18,0,0,7,8,0,0,1,0,0,0,13,2,1,0,1,0,11,0
2337,8afde718-cb21-5973-8bc1-61757ec0f8c4,0,2,0,4,2,1,1,0,0,0,1,3,1,0,0,0,0,3,1
2097,d83a56d4-1dc7-50f3-9c00-c94d7545447b,4,0,0,4,2,0,0,0,0,0,0,3,0,0,1,0,0,8,1
14021,106e82f7-b2b9-5b55-ad2d-cf9042ebe314,0,0,0,0,2,0,0,0,0,0,0,2,0,0,3,0,0,3,0
8011,ba14b5ab-a1d7-536e-a244-97099409aed1,5,0,0,11,6,0,0,0,0,0,0,5,0,0,0,1,0,7,1
949,4473888d-2047-5b1d-9ff2-8ac356cad868,7,0,0,8,3,0,0,1,0,0,0,2,0,0,0,0,0,4,1
17122,b30146e9-150f-5629-8b7b-3c95b4e52649,0,1,1,2,5,0,0,0,0,0,0,11,0,2,0,1,0,30,0
7189,0c341ee2-5052-5c0c-9c3e-48590a101d7a,1,0,3,5,7,0,0,0,0,0,0,2,3,0,0,0,0,10,1
15346,e5a53bb1-a395-5fb8-933d-f1b124e2bab1,5,2,0,10,6,0,1,0,0,0,0,7,0,0,0,2,0,11,0
10979,23f46fe8-2ea4-5697-850d-4d1923de42b6,20,11,1,21,11,2,0,0,0,1,0,5,1,0,0,0,0,11,0
4521,0d54a829-ccb9-56f2-bea6-2b93543fb958,9,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11744,b33383ae-9cf4-574f-bd9a-9467f130997a,0,0,0,2,0,0,1,0,0,0,0,9,0,0,1,0,0,1,0
10048,8bad00df-e4d2-5534-9ef3-a0cf6bde3150,5,1,1,2,5,0,0,1,0,0,0,4,0,0,0,0,0,1,0
18007,7b4b840f-a1c7-523f-99a0-5d6a532698dd,3,3,1,2,0,1,0,0,0,0,0,2,2,0,0,0,0,4,0
6639,7c326975-efbb-5654-a1de-55835c4ce81f,2,0,3,12,2,0,0,0,0,0,0,4,0,0,0,1,0,9,1
3594,78f10efc-9c50-5ab9-a582-4284d70051d0,2,5,0,9,6,1,0,0,0,0,0,10,2,0,0,0,0,17,1
6018,8510b966-4e2f-5374-979e-7078a6ca238f,1,0,0,5,5,0,0,0,0,0,0,1,0,0,0,0,0,2,1
14742,5e2f46f2-8da1-57ac-81c2-b9baae3725d3,0,0,0,5,8,1,0,0,0,0,0,7,0,0,0,0,0,14,0
271,4795d3a8-c0b7-517e-9499-cfe15fe95f73,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3974,d93ef8de-bf32-5e1d-a199-61d73068eb48,7,10,0,18,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1
11603,a38e54d4-3314-5325-87ed-85dc78ad052e,8,2,1,2,8,0,0,0,0,0,0,4,0,2,0,0,0,4,0
16315,9b9db5ce-4c47-525a-96b5-b7bcb3233b59,6,1,0,8,4,0,0,0,0,0,0,3,0,0,1,0,0,1,0
15981,3b454413-d71d-5338-b884-d41b0b5ba8e8,13,0,0,10,7,0,0,0,0,0,0,9,0,0,3,0,0,3,0
10569,0d6ac384-45c0-5bfe-9839-daaa9a8a67a1,2,0,0,1,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0
15120,10fbb0c8-1b98-53ae-9d9c-2b965b7a770e,2,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0
13524,0035a9ac-6cf5-5b5e-86f2-4a67d1f74cda,12,1,0,25,11,4,0,0,0,0,0,6,0,0,0,0,0,3,0
5531,dca759c6-59d2-571f-a541-623c25a5c5e1,1,1,0,1,1,0,0,0,0,0,0,4,1,3,0,0,0,5,1
19840,2996f9e6-7df8-575e-8c39-d18d04684262,2,0,0,11,2,2,0,0,0,1,0,8,0,0,1,0,0,13,0
14898,70a0f560-aa2f-5603-9ef7-0eb9f1134e5d,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6800,ab42c3d1-03bd-5722-adef-a61c6d174780,0,0,0,0,1,0,0,0,0,0,0,9,1,0,0,0,0,4,1
10194,ef47e1ea-5085-5838-a89a-fb01fc85166e,1,4,0,2,3,0,0,0,0,0,0,6,0,0,0,0,0,3,0
11590,d0a8bc88-c6b0-55d2-8a50-5f92faa1f79f,1,4,1,11,11,0,0,0,0,0,0,13,2,0,0,0,0,8,0
4336,5b71274d-68f3-5238-83e0-a7ce0ba8b147,10,1,2,14,16,2,0,2,0,0,0,11,2,0,0,0,0,19,1
3563,7c00ed0f-8506-56e7-9b33-e1fd14e84c23,0,0,0,8,2,0,0,0,0,0,0,3,0,0,0,0,0,9,1
3899,5802a1a7-f225-53d4-8418-2b2c87dbf652,8,3,0,5,4,0,0,0,0,0,0,5,0,0,0,0,0,4,1
5481,ad48aaec-54ce-583f-b190-4a7cc3dca47f,10,8,1,3,8,0,0,0,0,0,0,15,1,1,0,0,0,8,1
11488,f18ea0a8-5b93-56a7-a205-cb277b6635d7,0,0,0,1,2,0,0,0,0,0,0,2,3,0,0,0,0,6,0
8368,881a7129-f8c7-5734-a608-d7b8472dcaec,6,14,0,28,22,4,0,0,0,0,0,57,3,0,0,1,0,27,1
7892,3d74566c-1c67-5529-9460-316d772177ec,11,9,0,3,1,0,0,1,0,0,0,5,0,0,0,1,0,8,1
4475,26855ed6-2d8f-5b7c-a152-66ecb6c20d9e,4,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
17514,6a0fa224-a124-5a60-95cf-76945fb5a452,14,0,3,10,10,1,0,1,1,0,0,11,0,0,0,6,0,10,0
4114,3617e839-4b07-5d9c-b0cf-9b812df7349a,25,0,2,12,28,0,0,0,0,0,0,29,0,0,1,0,0,10,1
16949,393bee83-4711-5dad-bca4-3a929ea43ad5,2,1,1,2,2,0,0,0,0,0,0,4,0,0,0,0,0,2,0
14206,ca653798-d207-5ea4-b90d-04df3ee31106,12,16,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0
7320,ccc894d2-9490-5ab3-aea6-9c3bbaece351,33,0,0,14,19,1,0,0,0,0,0,47,3,0,0,13,0,114,1
1531,192066e8-6905-5107-97b3-f60dcb73ec5d,9,1,0,2,9,0,0,0,0,0,0,4,0,0,0,0,0,3,1
17915,81d3e235-b3d1-54a8-a84e-7d1eb41395c8,1,0,0,6,4,0,0,0,0,0,0,6,0,5,0,0,0,10,0
3938,e2949b59-aa2d-5748-9549-b6884c3e7f1a,24,2,2,10,7,0,0,0,0,0,0,6,2,0,0,0,0,0,1
9981,e71b64b3-d34f-5277-aee6-4ed27ae27346,1,0,0,0,1,4,0,0,0,0,0,2,0,0,0,0,0,0,1
1710,1d5942b0-be73-5210-a5b8-54fe1cec96af,0,2,0,10,9,0,1,0,0,0,0,4,0,0,0,0,0,3,1
6715,d676fe68-1a81-5b8d-a109-a5f6a2ecb160,13,0,0,10,9,0,0,1,0,0,0,9,4,0,1,1,0,7,1
4804,42542600-0b8d-5eef-a77a-2dd4b5d1f064,9,9,1,16,14,0,0,0,0,0,0,8,0,0,0,0,0,0,1
17576,5a586ecf-0c60-529d-a629-adc4a0667151,1,0,3,5,1,0,0,1,0,0,0,2,0,0,0,0,0,4,0
9972,ae50da26-d073-5c78-88c4-fc9fa35b2507,12,0,0,6,3,0,0,0,0,0,0,7,3,0,0,1,0,5,1
13420,08bfa188-7ceb-5f55-9cc1-aff2103068c1,2,5,0,2,6,0,0,1,0,0,0,11,0,0,0,0,0,3,0
15203,7c80ad37-43c1-5505-bdb5-71409fe3b288,2,1,0,11,4,1,1,0,0,0,0,11,0,0,0,0,0,1,0
8642,807e6aec-5b60-5e29-9a30-da60a79da176,8,1,1,11,4,0,0,0,0,0,0,7,0,0,0,0,0,0,1
4926,e208d8cc-9129-5311-973f-0565abb73d66,2,3,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,1,1
1902,cbc39454-82a2-59ff-adb2-876a95ad19cf,48,53,0,21,46,3,0,1,0,0,0,24,1,0,0,0,0,3,1
16150,301fabc3-fa97-5e83-ad53-b42f0b4b8537,3,0,0,3,1,1,0,0,0,1,0,4,0,0,0,0,0,1,0
14664,eca95225-6b5f-5987-951d-55ddada5a959,2,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
11487,a0d21137-f64e-5f11-8231-11254a9e036a,12,3,1,4,2,0,3,2,0,1,0,5,1,0,1,0,0,5,0
13730,186d5177-1170-5acc-bf43-44a7276b89b6,14,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9291,106e82f7-b2b9-5b55-ad2d-cf9042ebe314,0,0,0,0,2,0,0,0,0,0,0,2,0,0,3,0,0,3,1
15218,287b5f80-9461-5061-acb7-f5c4b5254ea7,14,7,1,18,29,0,0,2,0,0,0,22,0,0,0,2,0,15,0
17194,fae0dfcd-bd62-592f-98aa-2408249da231,1,0,0,6,1,0,0,0,0,0,0,4,0,0,0,0,0,3,0
19743,ca52c145-4bac-575e-844b-e464e40d2af4,4,0,1,5,3,0,0,0,0,0,0,3,0,0,2,0,0,2,0
4944,99773ded-8e65-5db9-a4e1-3bb1e206724f,23,22,2,31,99,5,0,3,0,1,0,20,2,0,0,0,0,35,1
274,a5b9c980-c333-54dd-929e-70c455adacad,37,7,1,13,11,0,3,1,0,0,0,16,1,0,1,1,0,21,1
907,66403057-3927-5e4e-946c-4d6b0b1518f2,28,5,3,15,5,3,1,0,0,1,0,24,3,0,0,0,0,14,1
73,ab6b93ec-fc45-5265-929e-22dc7d117613,0,0,0,0,17,0,1,0,0,0,0,30,0,0,0,0,0,19,1
8516,14a47d3b-15b1-5436-86c7-d74746969df5,2,0,0,2,2,0,0,0,0,0,0,6,1,0,0,0,0,3,1
16034,c2044cec-9b96-5dc4-be81-f5cdd3ae4a4b,14,0,1,11,18,0,0,0,0,1,0,9,0,1,0,0,0,12,0
8606,98579af4-a0dc-5e58-9554-e7e227b7a84a,9,0,0,4,1,0,0,0,0,0,0,3,2,0,1,0,0,6,1
12176,9884f4ee-3120-585b-bc34-b9c72d765ef2,1,0,0,2,2,0,0,0,0,0,0,2,1,0,0,7,0,4,0
11294,a551644a-bf0d-5eb8-9940-a46c7775bedf,1,1,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
14165,62b2f9d4-f0e6-55dd-8f7c-7435830ef694,2,0,0,3,1,2,0,0,0,0,0,1,1,0,2,0,0,2,0
483,4b61b298-bbff-5702-915a-bda01d3a7414,2,0,0,1,1,0,0,0,0,0,0,60,0,0,0,0,0,25,1
19271,c756aab9-c6a0-5fb7-b89d-62109406f71b,1,0,0,2,1,0,0,0,0,1,0,4,0,0,0,0,0,4,0
3862,ddf9b2a3-04ca-5be8-999c-2e19a1fac65a,8,0,0,15,4,0,0,0,0,0,0,6,0,0,0,1,0,7,1
2686,01b9b87a-829c-5061-9680-9357ee0a2c01,17,11,1,24,22,4,0,0,0,0,0,29,9,0,0,0,0,14,1
8605,69a67605-03c2-593a-86da-b3567d7010a6,4,0,0,13,1,0,0,0,0,0,0,1,0,0,0,1,0,3,1
18707,f9ee221f-6df4-5c0d-83f2-a875ef6bcc87,8,5,1,11,3,0,1,0,0,0,0,6,1,5,0,0,0,9,0
1486,4efefe52-6f2a-5ca3-b46e-a226f6238f53,15,1,0,12,1,0,0,0,0,2,0,7,0,0,0,0,0,0,1
4065,46c38014-3253-5f6a-91b1-c84fc7258769,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1
7541,97c2700b-6c84-5489-bd4c-d7f48c653293,3,2,0,2,6,3,0,0,0,0,0,11,0,0,0,2,0,13,1
14153,3bb911da-c2a5-5f65-8148-120730962335,4,0,0,6,2,0,0,0,0,0,0,4,0,0,0,0,0,6,0
1321,c1139f75-253b-54e8-b4dd-17cc4dba674e,17,11,0,4,3,1,0,0,0,0,0,4,1,0,0,0,0,6,1
8492,14efc8aa-8ae6-5c91-8e55-68a66557bd0d,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1
19988,805b7818-dfd4-59db-bfaa-c0b4123044b6,1,1,0,1,2,0,0,0,0,0,0,2,0,0,2,0,0,8,0
18272,4b8875d5-b656-549c-b59c-53a847ed5a06,8,2,2,5,9,0,1,1,0,0,0,7,0,0,0,0,0,5,0
13590,473790d6-73ef-58b5-9570-cef83c0456b6,14,1,0,6,4,3,0,1,0,0,0,8,0,0,0,1,0,5,0
14970,850853dc-9bf9-5f23-8f9e-6a9c14bc6c6f,1,0,1,5,14,0,0,0,0,0,0,4,1,0,0,0,0,41,0
16718,150809b1-7bec-5489-9592-64598109c935,20,3,0,9,2,0,0,0,0,0,0,8,1,0,0,0,0,5,0
14883,41d01da0-aa10-5ce5-9624-cad5d978e35b,17,4,3,13,13,2,1,7,0,1,0,57,8,0,2,3,0,80,0
13381,593077e9-0052-5381-96a9-42e0e9f4baec,11,3,2,0,1,2,0,0,0,0,0,9,1,0,0,0,0,2,0
17780,b88975c3-61e5-5457-bda7-c8e5067c8877,6,0,0,4,1,0,0,0,0,0,0,6,0,0,0,0,0,1,0
2656,7f68ff14-afb4-5144-82b4-751b1831c0f1,1,0,0,12,1,0,1,0,0,0,0,13,1,0,0,0,0,8,1
14068,e78f0349-1e81-5180-887f-86b07327feac,7,1,0,1,3,0,0,0,0,1,0,3,0,0,0,1,0,10,0
9403,815566b2-46f8-5165-83bc-e8d7dbe3cbf3,3,0,0,8,2,1,0,0,0,0,0,9,0,0,0,0,0,10,1
2578,15bdd8f1-60a4-5ed9-9b1d-361ee8ecccbc,17,6,1,8,1,0,1,0,0,1,0,8,3,0,0,0,0,0,1
18351,a7b8ee80-2156-50ee-b713-07117759a9cd,2,0,0,2,3,1,0,0,0,0,0,7,0,0,1,0,0,4,0
8165,e9f392ab-d29b-57b1-b3cd-490b73b4dca2,8,2,0,1,1,0,0,1,0,0,0,3,0,2,0,1,0,2,1
9717,18ea06bd-9045-5421-a779-5ecc657b2b70,2,5,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,3,1
3364,12ff7121-417d-53eb-aca6-3ecbf5d123f9,9,3,1,5,14,2,1,0,1,0,0,5,1,0,0,1,0,6,1
4400,45bfa75e-e906-5c78-9dc9-b8b6e0daa805,20,1,1,16,5,0,1,0,0,0,0,14,2,1,0,3,0,15,1
12099,54741f9d-deb6-5ff9-a98f-a28ae58382da,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,1,0,2,0
174,cdbbf105-5dff-5bce-b410-b3dcd2b31b28,8,4,0,2,32,1,1,0,0,0,0,10,1,0,0,0,0,24,1
12954,06f72d8a-35c0-5313-85f7-c959e823fa0b,9,7,0,9,4,0,0,0,0,0,0,5,3,0,0,0,0,1,0
1022,4b6cdf30-ffd8-52a8-861e-73a940d1056d,4,2,0,11,3,1,0,1,0,0,0,14,0,0,2,1,0,17,1
19981,5fe576d8-035d-5f07-8ab2-d6942f830b8a,6,0,0,6,5,0,0,0,0,0,0,2,0,0,0,0,0,1,0
11279,7b613dce-f3e1-5ea5-b15a-c2c69eaf1343,1,2,0,4,5,0,0,0,0,0,0,9,0,0,0,0,0,6,0
17595,6cdf6aa8-ec7d-578f-ba0b-2c378fdb74f7,10,2,3,3,24,3,0,1,0,0,0,8,0,0,0,1,0,6,0
11612,b7e47052-7b79-57b4-8192-1f61fb68e279,4,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,6,0
7577,26a5cc66-27fd-5c29-ac1b-55b889e19259,5,1,0,8,0,1,0,0,0,0,0,2,0,0,0,0,0,1,1
1845,05fa1ea5-c7a5-506f-8296-43418ea9aad1,3,0,0,3,0,0,2,0,0,0,0,3,0,0,0,0,0,2,1
18199,81979db6-b408-523b-b223-cfc9252dd9b3,5,2,0,8,4,0,0,0,0,0,0,12,0,0,0,0,0,3,0
4141,e6951be4-7240-576b-a959-7375abf4c475,4,1,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,2,1
10989,7c8240a8-f9e1-5931-acb3-82185f01b970,8,5,0,6,18,0,1,0,0,0,0,8,0,0,0,1,0,2,0
16265,d1b7bf42-4ad2-5538-8308-830c7230b532,2,0,0,5,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0
16074,3a1deeff-9339-5998-b2f4-a9f01354cf95,3,1,1,2,7,0,0,0,0,0,0,6,0,0,0,0,0,2,0
3713,67f6a622-81ef-5629-979a-021e1b0c0872,4,1,1,2,6,1,1,0,0,0,0,7,1,0,0,0,0,6,1
19829,981284d0-cfd8-55da-9f20-7c81ec0673de,2,3,0,4,4,0,0,0,0,0,1,4,0,0,0,0,0,3,0
1083,5be8ec82-5a75-5941-9b80-526905ccb2f8,14,3,2,20,12,0,2,0,0,0,1,11,4,0,0,1,0,14,1
16362,f625411d-dfec-5bba-8a08-786a29725e51,5,6,0,6,3,0,0,0,0,0,0,1,0,0,0,0,0,6,0
10091,3292b153-5aaa-5eb4-8e5f-b76850b6c025,5,1,2,13,15,1,0,0,0,0,0,25,0,0,0,0,0,22,0
332,66104465-df5c-5c06-9958-3a6b07fd9482,1,2,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,5,1
15258,2edcb87a-0107-5ba6-bc1f-45671563570e,4,1,0,7,3,0,0,0,0,0,0,4,0,0,0,1,0,1,0
8650,182209cd-7b9d-5308-8849-bd53df05a2f6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1393,268fda84-1dae-5905-aa16-3f1346ad99c1,7,1,0,3,6,2,0,0,0,0,0,4,0,0,0,1,0,6,1
11781,9d1ee078-3442-5047-a09c-e4c17b26afe7,37,5,1,32,14,2,3,1,0,0,0,83,7,0,1,4,0,110,0
1816,39532fea-8471-54f1-bb23-9689eca7b445,11,1,0,10,3,3,3,0,0,0,0,8,0,0,0,2,0,38,1
4833,48bce713-ef84-52e7-bafa-ec5b70bf5e37,5,1,0,3,7,0,0,0,0,0,0,10,1,0,0,0,0,8,1
17019,b3819fb5-35e7-55cc-8cfb-f2c72453bd10,2,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6044,7fd870e6-7eb3-577b-aefb-b68462487e84,12,2,7,10,19,2,2,4,0,0,0,7,8,0,0,6,0,42,1
6431,3fbe9a9b-19ed-51f3-a6f4-576b8dd9a851,1,0,0,4,3,0,0,0,0,1,0,5,0,13,0,0,0,7,1
11778,5c66baae-2cb9-5da9-a7dc-bad2fb41338c,18,0,1,19,6,0,0,0,0,0,0,10,0,2,1,0,0,10,0
3484,39569c89-3e47-546e-a6ef-ebe2533b0f48,4,0,0,5,2,0,0,0,0,0,0,7,0,0,0,0,0,2,1
6042,72d5f755-6956-5ca4-bd6e-04203040da5c,7,0,0,7,1,0,0,0,0,0,0,6,0,0,0,0,0,6,1
16774,1374b9aa-b5f4-5363-b27b-a8ef5b60cada,12,1,0,5,1,0,0,0,0,0,0,4,0,0,0,4,0,5,0
7052,9ad363fb-bfd8-5290-989b-9109f0b66470,1,5,0,9,4,3,0,0,0,0,0,5,0,0,1,2,0,1,1
2118,cea91fb1-3203-5c28-9411-1156e816c4f2,9,6,0,6,2,1,0,0,0,2,0,11,1,0,2,2,0,81,1
8551,d66fa54f-514c-599f-86b0-bb9775b38808,6,0,0,4,1,0,0,0,0,0,0,4,0,0,0,0,0,4,1
14255,9b37167b-a68e-5c94-a554-1cc5d17fd48e,7,1,0,1,8,3,0,0,0,0,0,2,0,0,0,0,0,0,0
4290,4b061dad-82a9-52bc-b2a0-d0f78a736c2c,4,4,0,4,2,0,0,0,0,0,0,4,0,0,0,0,0,3,1
15641,ad5ffa4f-7a05-5e8a-a210-b4f2acad2254,2,0,0,10,2,0,2,0,0,0,0,40,2,0,0,0,0,10,0
7456,7049645a-1506-53ca-a099-443542ead0da,2,0,0,3,0,0,0,0,0,1,0,2,0,0,0,0,0,2,1
2630,fec75762-7f79-5165-92b0-dea86ee55808,36,7,2,24,24,0,3,3,0,1,0,41,4,1,0,6,0,69,1
1805,ec459463-7ef7-5015-a254-5f9cf5a238e8,0,1,0,2,4,0,1,0,0,0,0,4,0,0,0,0,0,6,1
7203,76e64a40-aeb4-519a-9faf-2d3e5b30c28f,2,0,0,6,6,2,0,0,0,0,0,9,0,0,2,0,0,13,1
2115,1c78bd97-8003-5757-a59a-d9a05c92c033,38,9,2,17,16,2,1,0,0,0,0,44,0,0,0,0,0,17,1
10189,07e9e46b-98da-5a65-a1d3-49adc19a06bf,1,10,0,9,16,0,0,0,0,0,0,2,0,0,0,0,0,11,0
8987,914c70e8-5584-56fb-89f3-e613c2e3a7de,3,1,0,2,10,1,2,0,0,0,0,10,1,0,0,0,0,4,1
6734,e6a43141-2537-52a5-a731-47be74c10b6d,11,0,0,5,9,0,0,0,0,0,0,4,3,0,0,0,0,8,1
8130,67901199-27d3-56dd-8732-e13faa213177,5,0,2,3,2,0,0,0,0,0,0,4,1,0,0,0,0,4,1
10552,a97cdbed-ea80-5306-a82e-39111494445f,10,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0
14290,84a3cf53-ed1f-5c1e-8858-048b7082539b,4,0,0,4,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
14938,c204b1bb-571b-5060-84ca-2ea3f287d409,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9520,3f926ee5-66d3-598b-91d6-c9846f0cb17f,6,3,0,5,5,0,0,0,0,1,0,14,2,0,0,0,0,9,1
8760,15670fd0-722c-5421-b821-4854d080c616,8,1,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,6,1
2606,5cd8e389-93e3-5a05-b037-074e9836b60c,18,1,0,4,0,0,0,1,0,0,0,16,1,1,0,0,0,5,1
15969,d9ecdea6-7809-59ca-8223-f91a51ba2c8f,0,8,0,16,14,0,0,0,0,0,0,4,0,0,1,0,0,1,0
4031,24f6da6e-94c9-5989-a004-ecf432af1fbb,15,5,4,23,8,1,1,0,0,0,0,14,0,0,0,0,0,13,1
6713,8a2574c8-ad3c-5f52-9d68-1c4c3ac2c7f6,17,0,1,10,2,0,0,1,1,1,0,21,0,0,0,0,0,6,1
19372,47a3b42d-8566-546d-9e46-1194f63cea54,5,1,0,7,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0
16869,ff67f1fc-056b-5acd-a703-45833965e432,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,0
15391,6bccafba-f628-56c0-9c66-13d99f55fda3,6,1,0,1,4,0,1,0,0,0,0,5,0,0,0,0,0,2,0
15987,c3af9f50-2531-56ab-8167-8d70b396d345,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
429,1632aa25-fcf0-550f-8b09-5d99e4a3fa42,3,0,0,13,1,0,2,0,0,0,0,9,0,0,4,0,0,20,1
451,ce37b593-0abd-5df8-ad00-3230f5c77ea6,0,1,0,2,0,0,0,0,0,0,0,9,0,0,0,0,0,2,1
17628,8de07541-ef76-5c28-be49-37fad78f3014,7,1,1,2,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0
8053,91b36979-4505-57f0-b61d-b66af72298c9,4,3,0,9,1,0,0,0,0,0,0,6,0,0,0,1,0,6,1
1088,d04e431f-9f54-525e-9443-badda13a8078,0,0,0,2,3,0,0,0,0,0,0,4,0,0,2,1,0,3,1
6903,0862b27f-14cd-554e-be31-c956af48dd07,8,0,1,9,9,0,0,0,0,0,0,5,0,0,0,0,0,8,1
17187,8aec3ffb-91ba-5e54-a389-a68ff8d7eb3a,10,1,0,5,9,3,0,1,0,0,0,14,0,0,2,2,0,6,0
7352,d77a7aae-fd80-5721-b801-a6baf4086941,1,0,0,9,1,0,3,1,0,1,0,11,0,0,3,5,0,14,1
4915,7b9fb079-b578-50bb-a9b3-25174e203d32,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1
15762,9a3d9639-3f59-5dc0-9b4d-7af90ce9f598,6,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
